Yuppp Karena UTANG Pemerintah jg UTANG Bangsa INDONESIA Berarti jg HUTANG Nya AKU Sebagai Captain COVID 19  Kalo Orang Lain Itu TERSERAH Mereka..but AKU ya ini..apapun KEADAAN Pemerintah MEREKA TETAP BALA TENTARA ALLAH  SWT Berarti SAHABAT Baik Nya Aku.. https://twitter.com/AsiahAh12603321/status/1248503226225156098Ãƒâ€šÃ‚Â ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦,neg
Yuks.. kawal kebijakan pemerintah jangan sampai disalah gunakan oknum2 tidak bertanggung jawab. Indonesia Menang Lawan Covid-19 https://twitter.com/Ardhiona91/status/1245206909843427328Ãƒâ€šÃ‚Â ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦,pos
Yukk sama-sama bahu membahu membantuu pemerintah memutus rantaii covid-19 dan memutus rantai kebenciann. Supaya indonesia normal kembali,pos
"Yuk sahabat kita samasama menjaga jarak antar manusia&lebih banyak melakukan kegiatan dirumah, sesuai kebijakan dari Pemerintah Indonesia untuk Mencegah penularan virus Corona / Covid-19.  melalui : http://simpulkebaikan.idÃƒâ€šÃ‚Â  @baznasindonesia @baznasbazis #BersamaCegahCoronapic.twitter.com/pZ5O7ppWls",pos
"Yuk sahabat kita sama sama menjaga jarak antar manusia dan lebih banyak melakukan kegiatan dirumah, sesuai dengan kebijakan dari Pemerintah Indonesia untuk Mencegah penularan virus Corona / Covid-19. Stay Safe, Stay Strong, and Stay Together #BersamaCegahCoronapic.twitter.com/z9rpW55OBi",pos
"yuk pemerintah & penduduk Indonesia kasih wawasan & informasi kepada masyarakat awam mengenai covid 19, supaya nggak ada lagi diskriminasi pada pasien, keluarga & jenazah covid 19  jangan jadi tolol yang berkepanjangan gara gara virus sialan ini! #BersatuUsirCorona #dirumahaja",pos
"Yuk Pak @jokowi #KarantinaWilayah #LockDownIndonesia sampai kapan kita melihat kenaikan kasus positif Covid-19 hari ke hari, jumlah kematian yg terus meningkat. Mari cari solusi untuk membantu segala dampak buruk lockdown bagi masyarakat.  Sampai kapan #Indonesia begini Pak??",neg
"Yuk gaesss ikuti aturan atau kebijakan pemerintah yang memang kita diharuskan #SocialDistancing dan #DiRumahAja dulu . KasusÃƒâ€šÃ‚Â virus coronaÃƒâ€šÃ‚Â Covid-19 di Indonesia terus bertambah. Data hari Senin (23/3/2020), jumlahÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦ https://www.instagram.com/p/B-GU55-p4ag/?igshid=12cz2i3zyqvaoÃƒâ€šÃ‚Â ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦",pos
"Yuk ! dukung terus langkah2 positif pemerintah dlm tanggulangi wabah covid-19 ini, pasti pemerintah memikirkan kepentingan rakyat Indonesia, saatnya kita sbg WNI menyuarakan hal2 positif & tdk buat kegaduhan, keresahan ataupun hoaks.",pos
"Yth. Kita Sluruh Rakyat Indonesia. Dgn ini Sy mengajak sluruh Rakyat Bersatu Membuat ""Indonesia Bebas CoVID-19""; Sdh cukup yg sakit,yg PHK, dsb. Mari lakukan aturan Pemerintah. @jokowi @ridwankamil @RahmayadiEdy @ganjarpranowo @KhofifahIP @diskominfomedan @YRadianto @Dickusnadi1",pos
"Yth Bp @Pak_JK , Mari kita sebagai rakyat,membantu dalam Doa pak, agar wabah berlalu.  Kita sebagai rakyat, mari dukung pemerintah pak; misal dgn kekayaan kita membangun RS karantina yg terjangkit CoVID-19.  Kalo hanya saran saja, 200 jt rakyat Indonesia bisa beri saran juga pak.",pos
"You gak mikir negara sebesar AS aja gak berani lock down, berapa besar dana yg hrs dikeluarkan utk menanggung biaya hidup rakyat kecil yg terdampak, ini wabah bukan kesalahan siapa2, jgn asal menyalahkan, pem sdh berusaha sekuat tenaga menangani dampak corona terutama utk rakyat",pos
